58.25, -256.45
17.95, -174.55
-165.35, -181.83
-174.45, -63.40
-268.05, -196.65
-284.95, -144.65
-226.45, -43.25
-310.95, -93.43
-318.75, -30.25
-260.25, 8.75
-339.55, -4.25
-339.55, 55.03
-284.95, 102.35
-195.90, 42.55
-231.65, 121.33
-147.67, 145.25
-108.93, 103.65
-130.64, 43.85
-54.85, 124.97
-18.45, 102.35
-23.65, 145.25
26.66, 156.17
4.43, 117.95
73.07, 162.15
252.60, 131.60
224.65, 90.65
275.35, 114.05
307.20, 84.15
238.95, 62.05
218.15, 4.85
219.45, 56.85
169.53, 27.86
185.13, 63.35
64.75, 73.75
98.55, 12.65
183.57, 0.04
225.95, -51.05
73.85, -8.15
14.70, 64.65
-48.35, -19.85
66.05, -92.65
144.05, -39.35
133.13, -109.55
247.27, -136.33
146.65, -156.35
171.35, -234.35
92.05, -181.70
