-355.71, 215.71
-354.29, 118.57
-272.86, 121.43
-275.71, 228.57
-52.86, 228.57
-54.29, 355.71
-125.71, 352.86
-125.71, 404.29
-60.00, 404.29
-60.00, 475.71
10.00, 475.71
10.00, 404.29
92.86, 404.29
92.86, 352.86
12.86, 352.86
12.86, 224.29
102.86, 222.86
100.00, 308.57
185.71, 308.57
187.14, 224.29
451.43, 224.29
451.43, 138.57
338.57, 138.57
338.57, 14.29
248.57, 14.29
248.57, 138.57
-174.29, 138.57
-174.29, 48.57
204.29, 48.57
205.71, -31.43
122.86, -31.43
122.86, -190.00
65.71, -190.00
65.71, -32.86
-94.29, -32.86
-94.29, -60.00
-1.43, -58.57
2.86, -118.57
-88.57, -118.57
-90.00, -185.71
-150.00, -185.71
-151.43, -71.43
-271.43, -70.00
-271.43, 25.71
-340.00, 25.71
-335.71, -182.86
-427.14, -184.29
-427.14, 217.14
